"Notes"	"County"	"County Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Weber County, UT"	"49057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	56	243645	23.0
	"Weber County, UT"	"49057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	48	247560	19.4
	"Chittenden County, VT"	"50007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	161382	13.6
	"Chittenden County, VT"	"50007"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	24	161531	14.9
	"Franklin County, VT"	"50011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	48799	Unreliable
	"Rutland County, VT"	"50021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	59736	Unreliable
	"Rutland County, VT"	"50021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	59310	Unreliable
	"Windsor County, VT"	"50027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	55737	Unreliable
	"Windsor County, VT"	"50027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	55496	Unreliable
	"Arlington County, VA"	"51013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	229164	Unreliable
	"Arlington County, VA"	"51013"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	20	230050	8.7
	"Chesterfield County, VA"	"51041"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	31	335687	9.2
	"Chesterfield County, VA"	"51041"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	67	339009	19.8
	"Culpeper County, VA"	"51047"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	50083	Unreliable
	"Fairfax County, VA"	"51059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	59	1142234	5.2
	"Fairfax County, VA"	"51059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	92	1138652	8.1
	"Fairfax County, VA"	"51059"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	19	1142234	Unreliable
	"Fairfax County, VA"	"51059"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	14	1138652	Unreliable
	"Fauquier County, VA"	"51061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	68782	Unreliable
	"Fauquier County, VA"	"51061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	25	69069	36.2
	"Franklin County, VA"	"51067"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	56069	Unreliable
	"Frederick County, VA"	"51069"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	14	83199	Unreliable
	"Frederick County, VA"	"51069"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	19	84421	Unreliable
	"Gloucester County, VA"	"51073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	37214	Unreliable
	"Hanover County, VA"	"51085"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	103227	Unreliable
	"Hanover County, VA"	"51085"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	104392	Unreliable
	"Henrico County, VA"	"51087"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	46	325155	14.1
	"Henrico County, VA"	"51087"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	62	326501	19.0
	"Loudoun County, VA"	"51107"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	20	375629	5.3
	"Loudoun County, VA"	"51107"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	33	385945	8.6
	"Montgomery County, VA"	"51121"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	98602	Unreliable
	"Orange County, VA"	"51137"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	35533	Unreliable
	"Prince William County, VA"	"51153"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	27	451721	6.0
	"Prince William County, VA"	"51153"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	54	455210	11.9
	"Roanoke County, VA"	"51161"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	17	94031	Unreliable
	"Shenandoah County, VA"	"51171"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	43190	Unreliable
	"Spotsylvania County, VA"	"51177"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	20	130475	15.3
	"Spotsylvania County, VA"	"51177"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	29	132010	22.0
	"Stafford County, VA"	"51179"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	16	142003	Unreliable
	"Stafford County, VA"	"51179"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	25	144361	17.3
	"Warren County, VA"	"51187"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	39083	Unreliable
	"Wise County, VA"	"51195"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	39718	Unreliable
	"Wise County, VA"	"51195"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	39228	Unreliable
	"Wythe County, VA"	"51197"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	29016	Unreliable
	"Alexandria city, VA"	"51510"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	153511	Unreliable
	"Alexandria city, VA"	"51510"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	155810	Unreliable
	"Chesapeake city, VA"	"51550"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	36	235429	15.3
	"Chesapeake city, VA"	"51550"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	42	237940	17.7
	"Hampton city, VA"	"51650"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	136454	16.1
	"Hampton city, VA"	"51650"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	28	135410	20.7
	"Newport News city, VA"	"51700"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	20	182385	11.0
	"Newport News city, VA"	"51700"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	37	181825	20.3
	"Norfolk city, VA"	"51710"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	36	246393	14.6
	"Norfolk city, VA"	"51710"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	68	245115	27.7
	"Petersburg city, VA"	"51730"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	31882	Unreliable
	"Portsmouth city, VA"	"51740"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	96201	Unreliable
	"Portsmouth city, VA"	"51740"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	29	95252	30.4
	"Richmond city, VA"	"51760"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	48	220289	21.8
	"Richmond city, VA"	"51760"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	66	223170	29.6
	"Roanoke city, VA"	"51770"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	99897	23.0
	"Roanoke city, VA"	"51770"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	99660	Unreliable
	"Virginia Beach city, VA"	"51810"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	52	452745	11.5
	"Virginia Beach city, VA"	"51810"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	78	452602	17.2
	"Winchester city, VA"	"51840"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	27516	Unreliable
	"Benton County, WA"	"53005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	28	190309	14.7
	"Benton County, WA"	"53005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	25	193686	12.9
	"Clallam County, WA"	"53009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	73486	Unreliable
	"Clallam County, WA"	"53009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	74570	Unreliable
	"Clark County, WA"	"53011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	59	459495	12.8
	"Clark County, WA"	"53011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	51	467018	10.9
	"Cowlitz County, WA"	"53015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	103468	Unreliable
	"Cowlitz County, WA"	"53015"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	18	105160	Unreliable
	"Grant County, WA"	"53025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	93259	Unreliable
	"Grays Harbor County, WA"	"53027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	71122	Unreliable
	"Grays Harbor County, WA"	"53027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	18	71628	Unreliable
	"Island County, WA"	"53029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	80593	Unreliable
	"King County, WA"	"53033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	241	2117125	11.4
	"King County, WA"	"53033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	259	2149970	12.0
	"King County, WA"	"53033"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	34	2117125	1.6
	"King County, WA"	"53033"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	37	2149970	1.7
	"King County, WA"	"53033"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2015"	"2015"	10	2117125	Unreliable
	"King County, WA"	"53033"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	"2016"	"2016"	12	2149970	Unreliable
	"Kitsap County, WA"	"53035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	29	260131	11.1
	"Kitsap County, WA"	"53035"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	25	264811	9.4
	"Mason County, WA"	"53045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	61023	Unreliable
	"Mason County, WA"	"53045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	62198	Unreliable
	"Pierce County, WA"	"53053"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	110	843954	13.0
	"Pierce County, WA"	"53053"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	115	861312	13.4
	"Pierce County, WA"	"53053"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	30	843954	3.6
	"Pierce County, WA"	"53053"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	36	861312	4.2
	"Skagit County, WA"	"53057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	18	121846	Unreliable
	"Skagit County, WA"	"53057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	21	123681	17.0
	"Snohomish County, WA"	"53061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	114	772501	14.8
	"Snohomish County, WA"	"53061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	108	787620	13.7
	"Snohomish County, WA"	"53061"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	13	772501	Unreliable
	"Snohomish County, WA"	"53061"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	13	787620	Unreliable
	"Spokane County, WA"	"53063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	74	490945	15.1
	"Spokane County, WA"	"53063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	103	499072	20.6
	"Spokane County, WA"	"53063"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	18	490945	Unreliable
	"Spokane County, WA"	"53063"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	10	499072	Unreliable
	"Thurston County, WA"	"53067"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	26	269536	9.6
	"Thurston County, WA"	"53067"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	275222	Unreliable
	"Whatcom County, WA"	"53073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	212284	10.8
	"Whatcom County, WA"	"53073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	216800	Unreliable
	"Yakima County, WA"	"53077"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	26	248830	10.4
	"Yakima County, WA"	"53077"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	26	249636	10.4
	"Berkeley County, WV"	"54003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	39	111901	34.9
	"Berkeley County, WV"	"54003"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	78	113525	68.7
	"Boone County, WV"	"54005"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	23372	Unreliable
	"Brooke County, WV"	"54009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	22977	Unreliable
	"Cabell County, WV"	"54011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	74	96844	76.4
	"Cabell County, WV"	"54011"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	94	95987	97.9
	"Fayette County, WV"	"54019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	44997	Unreliable
	"Fayette County, WV"	"54019"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	15	44323	Unreliable
	"Greenbrier County, WV"	"54025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	35516	Unreliable
	"Hampshire County, WV"	"54027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	11	23353	Unreliable
	"Hampshire County, WV"	"54027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	23301	Unreliable
	"Hancock County, WV"	"54029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	29815	Unreliable
	"Hancock County, WV"	"54029"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	29590	Unreliable
	"Harrison County, WV"	"54033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	19	68714	Unreliable
	"Harrison County, WV"	"54033"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	68400	33.6
	"Jefferson County, WV"	"54037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	16	56482	Unreliable
	"Jefferson County, WV"	"54037"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	33	56368	58.5
	"Kanawha County, WV"	"54039"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	97	188332	51.5
	"Kanawha County, WV"	"54039"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	104	186241	55.8
	"Lincoln County, WV"	"54043"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	13	21232	Unreliable
	"Logan County, WV"	"54045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	34707	Unreliable
	"Logan County, WV"	"54045"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	33700	Unreliable
	"McDowell County, WV"	"54047"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	24	19835	121.0
	"McDowell County, WV"	"54047"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	19141	Unreliable
	"Mason County, WV"	"54053"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	26825	Unreliable
	"Mercer County, WV"	"54055"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	30	61164	49.0
	"Mercer County, WV"	"54055"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	40	60468	66.2
	"Mineral County, WV"	"54057"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	27411	Unreliable
	"Mingo County, WV"	"54059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	25292	Unreliable
	"Mingo County, WV"	"54059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	22	24647	89.3
	"Monongalia County, WV"	"54061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	104236	Unreliable
	"Monongalia County, WV"	"54061"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	30	104622	28.7
	"Nicholas County, WV"	"54067"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	12	25311	Unreliable
	"Ohio County, WV"	"54069"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	43066	Unreliable
	"Ohio County, WV"	"54069"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	42516	Unreliable
	"Preston County, WV"	"54077"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	33758	Unreliable
	"Putnam County, WV"	"54079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	19	56848	Unreliable
	"Putnam County, WV"	"54079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	18	56941	Unreliable
	"Raleigh County, WV"	"54081"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	55	77510	71.0
	"Raleigh County, WV"	"54081"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	40	76601	52.2
	"Wayne County, WV"	"54099"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	40971	Unreliable
	"Wayne County, WV"	"54099"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	37	40531	91.3
	"Wood County, WV"	"54107"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	22	86452	25.4
	"Wood County, WV"	"54107"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	40	85643	46.7
	"Wyoming County, WV"	"54109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	23	22151	103.8
	"Wyoming County, WV"	"54109"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	21763	Unreliable
	"Brown County, WI"	"55009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	19	258718	Unreliable
	"Brown County, WI"	"55009"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	260401	8.8
	"Brown County, WI"	"55009"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2016"	"2016"	11	260401	Unreliable
	"Columbia County, WI"	"55021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	13	56743	Unreliable
	"Columbia County, WI"	"55021"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	16	56927	Unreliable
	"Dane County, WI"	"55025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	66	523643	12.6
	"Dane County, WI"	"55025"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	98	531273	18.4
	"Dane County, WI"	"55025"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	"2015"	"2015"	16	523643	Unreliable
	"Dodge County, WI"	"55027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	17	88502	Unreliable
	"Dodge County, WI"	"55027"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	23	88068	26.1
	"Fond du Lac County, WI"	"55039"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	15	101973	Unreliable
	"Fond du Lac County, WI"	"55039"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	11	102144	Unreliable
	"Jefferson County, WI"	"55055"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	10	84559	Unreliable
	"Jefferson County, WI"	"55055"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	10	84625	Unreliable
	"Kenosha County, WI"	"55059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	31	168437	18.4
	"Kenosha County, WI"	"55059"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	42	168183	25.0
	"La Crosse County, WI"	"55063"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	19	118122	Unreliable
	"Manitowoc County, WI"	"55071"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	79806	Unreliable
	"Marathon County, WI"	"55073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	12	135868	Unreliable
	"Marathon County, WI"	"55073"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	14	135603	Unreliable
	"Milwaukee County, WI"	"55079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2015"	"2015"	240	957735	25.1
	"Milwaukee County, WI"	"55079"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	"2016"	"2016"	314	951448	33.0
